region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2020/10/10,13.0,10.5,11.0,94.5,7.9375,75.5,669.0
Bretagne,2020/10/10,14.0,8.0,19.0,89.0,9.875,59.0,667.0
Centre-Val de Loire,2020/10/10,14.0,10.0,15.0,87.0,10.0,37.0,668.0
Corse,2020/10/10,20.0,12.0,9.0,78.0,10.0,40.0,679.0
Grand Est,2020/10/10,13.0,10.0,12.5,86.5,9.0,63.5,666.5
Hauts-de-France,2020/10/10,12.5,7.0,26.0,85.0,9.875,48.0,663.5
Normandie,2020/10/10,13.0,8.0,22.0,83.0,9.75,54.0,665.0
Nouvelle-Aquitaine,2020/10/10,15.0,11.666666666666666,14.0,87.33333333333333,8.416666666666666,56.333333333333336,672.3333333333334
Occitanie,2020/10/10,18.0,14.0,18.0,79.5,9.0,48.5,676.0
Pays de la Loire,2020/10/10,15.0,9.0,15.0,92.0,9.0,57.0,669.0
Provence-Alpes-Côte d'Azur,2020/10/10,20.0,17.0,37.0,82.0,10.0,13.0,676.0
Île-de-France,2020/10/10,15.0,12.0,15.0,71.0,10.0,42.0,666.0
Bourgogne-Franche-Comté,2020/10/11,8.5,5.0,7.0,92.0,7.5,78.0,666.0
Bretagne,2020/10/11,14.0,9.0,20.0,91.0,9.75,75.0,664.0
Centre-Val de Loire,2020/10/11,15.0,8.0,14.0,91.0,10.0,46.0,665.0
Corse,2020/10/11,14.0,11.0,19.0,74.0,10.0,60.0,677.0
Grand Est,2020/10/11,11.0,6.5,8.5,84.0,9.25,66.5,663.5
Hauts-de-France,2020/10/11,13.0,7.0,22.5,93.5,9.125,71.0,660.0
Normandie,2020/10/11,13.0,9.0,21.0,89.0,9.5,65.0,661.0
Nouvelle-Aquitaine,2020/10/11,13.666666666666666,10.0,17.0,79.33333333333333,9.583333333333334,63.66666666666666,669.0
Occitanie,2020/10/11,15.0,10.5,32.0,67.5,9.875,37.5,673.0
Pays de la Loire,2020/10/11,15.0,9.0,18.0,87.0,9.75,69.0,665.0
Provence-Alpes-Côte d'Azur,2020/10/11,16.0,13.0,59.0,62.0,10.0,3.0,674.0
Île-de-France,2020/10/11,15.0,10.0,14.0,82.0,10.0,61.0,662.0
Bourgogne-Franche-Comté,2020/10/12,10.5,4.0,8.0,96.5,6.125,65.0,663.0
Bretagne,2020/10/12,12.0,7.0,18.0,92.0,9.375,60.0,661.0
Centre-Val de Loire,2020/10/12,14.0,7.0,9.0,92.0,10.0,57.0,661.0
Corse,2020/10/12,18.0,9.0,13.0,84.0,8.75,72.0,674.0
Grand Est,2020/10/12,12.0,6.0,6.5,90.5,9.375,73.5,659.5
Hauts-de-France,2020/10/12,13.0,6.5,12.0,93.0,8.8125,68.0,656.5
Normandie,2020/10/12,13.0,8.0,13.0,89.0,9.125,78.0,658.0
Nouvelle-Aquitaine,2020/10/12,13.333333333333334,7.666666666666667,11.0,91.33333333333331,8.125,57.333333333333336,666.0
Occitanie,2020/10/12,16.0,10.5,25.5,75.5,10.0,31.5,670.5
Pays de la Loire,2020/10/12,12.0,8.0,16.0,92.0,8.75,54.0,662.0
Provence-Alpes-Côte d'Azur,2020/10/12,16.0,12.0,40.0,57.0,10.0,5.0,671.0
Île-de-France,2020/10/12,15.0,9.0,8.0,83.0,9.625,70.0,659.0
Bourgogne-Franche-Comté,2020/10/13,10.5,3.5,6.5,91.0,8.625,76.0,659.5
Bretagne,2020/10/13,13.0,9.0,26.0,89.0,8.25,81.0,657.0
Centre-Val de Loire,2020/10/13,13.0,9.0,15.0,92.0,7.125,93.0,658.0
Corse,2020/10/13,15.0,12.0,12.0,76.0,10.0,41.0,671.0
Grand Est,2020/10/13,11.5,4.5,8.0,88.5,10.0,74.0,656.5
Hauts-de-France,2020/10/13,10.0,8.5,21.0,92.0,7.625,94.0,652.5
Normandie,2020/10/13,11.0,10.0,23.0,86.0,8.5,75.0,654.0
Nouvelle-Aquitaine,2020/10/13,12.333333333333334,10.0,19.0,90.66666666666669,9.041666666666666,84.0,662.3333333333334
Occitanie,2020/10/13,15.5,10.5,26.0,76.0,9.5,55.5,667.0
Pays de la Loire,2020/10/13,13.0,8.0,22.0,91.0,9.125,78.0,660.0
Provence-Alpes-Côte d'Azur,2020/10/13,16.0,11.0,27.0,68.0,10.0,25.0,668.0
Île-de-France,2020/10/13,14.0,10.0,18.0,84.0,8.5,77.0,655.0
Bourgogne-Franche-Comté,2020/10/14,11.5,6.5,18.5,96.0,7.25,57.5,657.0
Bretagne,2020/10/14,13.0,5.0,18.0,92.0,9.875,55.0,654.0
Centre-Val de Loire,2020/10/14,12.0,7.0,18.0,90.0,7.875,76.0,654.0
Corse,2020/10/14,16.0,14.0,4.0,85.0,8.5,68.0,669.0
Grand Est,2020/10/14,11.0,5.0,19.5,86.0,10.0,76.0,652.5
Hauts-de-France,2020/10/14,12.0,6.5,22.0,87.5,7.9375,80.0,649.0
Normandie,2020/10/14,13.0,5.0,24.0,90.0,9.875,72.0,650.0
Nouvelle-Aquitaine,2020/10/14,12.0,8.0,15.333333333333334,89.33333333333333,8.791666666666666,71.33333333333333,659.6666666666666
Occitanie,2020/10/14,14.0,10.5,16.0,78.5,9.75,62.5,664.0
Pays de la Loire,2020/10/14,13.0,6.0,22.0,95.0,8.0,49.0,656.0
Provence-Alpes-Côte d'Azur,2020/10/14,16.0,13.0,20.0,66.0,10.0,27.0,666.0
Île-de-France,2020/10/14,13.0,9.0,19.0,84.0,9.0,80.0,652.0
Bourgogne-Franche-Comté,2020/10/15,9.0,4.5,16.5,94.0,7.625,83.5,653.0
Bretagne,2020/10/15,13.0,7.0,21.0,88.0,10.0,51.0,650.0
Centre-Val de Loire,2020/10/15,11.0,6.0,16.0,89.0,10.0,71.0,651.0
Corse,2020/10/15,14.0,10.0,18.0,86.0,7.75,85.0,665.0
Grand Est,2020/10/15,10.0,7.0,17.0,88.5,4.9375,99.5,649.0
Hauts-de-France,2020/10/15,11.5,7.0,21.5,75.5,10.0,59.0,645.5
Normandie,2020/10/15,12.0,8.0,18.0,81.0,9.75,79.0,648.0
Nouvelle-Aquitaine,2020/10/15,11.666666666666666,6.666666666666667,14.0,89.66666666666667,7.958333333333333,56.333333333333336,657.0
Occitanie,2020/10/15,14.0,9.5,27.0,77.5,10.0,48.5,661.5
Pays de la Loire,2020/10/15,13.0,6.0,19.0,90.0,10.0,59.0,653.0
Provence-Alpes-Côte d'Azur,2020/10/15,14.0,11.0,47.0,72.0,10.0,26.0,662.0
Île-de-France,2020/10/15,12.0,8.0,17.0,78.0,10.0,82.0,648.0
Bourgogne-Franche-Comté,2020/10/16,11.5,7.0,14.5,93.0,7.5,84.5,650.0
Bretagne,2020/10/16,14.0,6.0,11.0,93.0,10.0,34.0,647.0
Centre-Val de Loire,2020/10/16,14.0,5.0,11.0,90.0,10.0,45.0,647.0
Corse,2020/10/16,16.0,10.0,10.0,81.0,9.75,86.0,663.0
Grand Est,2020/10/16,11.0,8.0,13.0,92.0,7.625,94.0,645.5
Hauts-de-France,2020/10/16,11.0,6.0,14.5,87.0,10.0,69.0,641.5
Normandie,2020/10/16,12.0,8.0,12.0,88.0,9.875,53.0,644.0
Nouvelle-Aquitaine,2020/10/16,13.0,6.333333333333333,8.666666666666666,85.66666666666667,9.125,38.0,653.3333333333334
Occitanie,2020/10/16,14.5,8.0,23.5,76.5,10.0,49.0,659.0
Pays de la Loire,2020/10/16,14.0,6.0,11.0,91.0,10.0,10.0,649.0
Provence-Alpes-Côte d'Azur,2020/10/16,16.0,11.0,24.0,70.0,10.0,23.0,660.0
Île-de-France,2020/10/16,14.0,7.0,12.0,86.0,10.0,54.0,645.0
Bourgogne-Franche-Comté,2020/10/17,11.0,4.5,11.0,96.0,6.375,62.0,646.0
Bretagne,2020/10/17,14.0,8.0,10.0,78.0,10.0,34.0,643.0
Centre-Val de Loire,2020/10/17,13.0,6.0,7.0,89.0,10.0,49.0,645.0
Corse,2020/10/17,14.0,10.0,7.0,84.0,9.75,73.0,660.0
Grand Est,2020/10/17,11.0,5.5,7.0,86.0,10.0,66.5,642.5
Hauts-de-France,2020/10/17,12.5,7.5,9.0,76.5,10.0,52.5,638.0
Normandie,2020/10/17,12.0,6.0,8.0,86.0,10.0,46.0,641.0
Nouvelle-Aquitaine,2020/10/17,15.333333333333334,7.0,9.0,88.33333333333333,8.958333333333334,19.0,650.3333333333334
Occitanie,2020/10/17,16.5,8.5,8.0,78.5,10.0,10.5,655.5
Pays de la Loire,2020/10/17,15.0,6.0,10.0,90.0,10.0,12.0,646.0
Provence-Alpes-Côte d'Azur,2020/10/17,17.0,13.0,15.0,61.0,10.0,12.0,657.0
Île-de-France,2020/10/17,13.0,8.0,6.0,81.0,10.0,38.0,641.0
Bourgogne-Franche-Comté,2020/10/18,11.0,3.0,9.0,89.5,10.0,41.0,643.0
Bretagne,2020/10/18,14.0,7.0,7.0,79.0,10.0,29.0,641.0
Centre-Val de Loire,2020/10/18,15.0,7.0,5.0,87.0,10.0,26.0,641.0
Corse,2020/10/18,17.0,10.0,9.0,82.0,10.0,34.0,658.0
Grand Est,2020/10/18,12.0,7.5,6.0,79.5,9.9375,73.0,639.0
Hauts-de-France,2020/10/18,12.0,8.5,12.0,89.5,9.875,79.5,634.5
Normandie,2020/10/18,13.0,6.0,7.0,85.0,10.0,26.0,637.0
Nouvelle-Aquitaine,2020/10/18,16.0,7.333333333333333,10.666666666666666,88.33333333333333,8.875,8.333333333333334,647.3333333333334
Occitanie,2020/10/18,17.0,10.5,7.5,76.5,10.0,3.5,652.5
Pays de la Loire,2020/10/18,16.0,7.0,10.0,87.0,10.0,21.0,642.0
Provence-Alpes-Côte d'Azur,2020/10/18,17.0,12.0,17.0,73.0,10.0,0.0,654.0
Île-de-France,2020/10/18,13.0,9.0,5.0,78.0,10.0,54.0,639.0
Bourgogne-Franche-Comté,2020/10/19,13.0,3.5,7.5,88.5,10.0,21.5,640.0
Bretagne,2020/10/19,16.0,7.0,25.0,82.0,10.0,27.0,637.0
Centre-Val de Loire,2020/10/19,14.0,7.0,17.0,79.0,10.0,20.0,638.0
Corse,2020/10/19,17.0,8.0,8.0,82.0,10.0,15.0,655.0
Grand Est,2020/10/19,13.5,7.5,8.0,75.5,10.0,48.5,635.0
Hauts-de-France,2020/10/19,13.0,7.0,19.0,88.5,10.0,29.5,631.0
Normandie,2020/10/19,14.0,6.0,26.0,88.0,10.0,27.0,634.0
Nouvelle-Aquitaine,2020/10/19,18.0,8.333333333333334,19.33333333333333,82.66666666666667,10.0,14.666666666666666,644.0
Occitanie,2020/10/19,16.0,9.5,26.5,80.5,10.0,24.0,650.0
Pays de la Loire,2020/10/19,17.0,7.0,24.0,78.0,10.0,25.0,640.0
Provence-Alpes-Côte d'Azur,2020/10/19,17.0,15.0,22.0,68.0,10.0,26.0,651.0
Île-de-France,2020/10/19,14.0,9.0,17.0,81.0,10.0,40.0,635.0
Bourgogne-Franche-Comté,2020/10/20,16.0,9.0,21.5,80.0,10.0,31.0,637.0
Bretagne,2020/10/20,17.0,16.0,31.0,84.0,9.0,80.0,634.0
Centre-Val de Loire,2020/10/20,15.0,14.0,22.0,81.0,6.875,79.0,634.0
Corse,2020/10/20,19.0,11.0,10.0,57.0,10.0,10.0,653.0
Grand Est,2020/10/20,16.5,8.0,15.5,81.0,10.0,40.5,632.0
Hauts-de-France,2020/10/20,16.0,11.0,28.0,80.0,8.1875,73.0,627.5
Normandie,2020/10/20,18.0,15.0,29.0,81.0,9.25,77.0,630.0
Nouvelle-Aquitaine,2020/10/20,17.0,15.333333333333334,26.33333333333333,76.33333333333333,9.166666666666666,66.33333333333333,641.3333333333334
Occitanie,2020/10/20,18.0,14.5,38.0,81.5,10.0,53.0,647.5
Pays de la Loire,2020/10/20,18.0,17.0,33.0,76.0,9.375,90.0,636.0
Provence-Alpes-Côte d'Azur,2020/10/20,18.0,15.0,35.0,75.0,10.0,10.0,648.0
Île-de-France,2020/10/20,15.0,13.0,19.0,81.0,8.75,81.0,632.0
Bourgogne-Franche-Comté,2020/10/21,19.0,13.5,29.0,63.0,10.0,25.5,633.5
Bretagne,2020/10/21,17.0,15.0,30.0,92.0,8.0,80.0,630.0
Centre-Val de Loire,2020/10/21,20.0,17.0,32.0,62.0,9.625,80.0,631.0
Corse,2020/10/21,22.0,14.0,10.0,57.0,10.0,0.0,649.0
Grand Est,2020/10/21,18.5,12.5,22.0,58.5,9.9375,48.5,628.0
Hauts-de-France,2020/10/21,18.0,13.0,43.0,87.0,7.8125,83.5,623.5
Normandie,2020/10/21,18.0,15.0,37.0,88.0,7.5,78.0,627.0
Nouvelle-Aquitaine,2020/10/21,21.0,17.666666666666668,34.333333333333336,67.0,9.416666666666666,50.333333333333336,638.3333333333334
Occitanie,2020/10/21,19.5,16.5,45.5,77.5,9.5,53.5,644.5
Pays de la Loire,2020/10/21,18.0,16.0,37.0,85.0,8.375,81.0,633.0
Provence-Alpes-Côte d'Azur,2020/10/21,19.0,17.0,48.0,74.0,10.0,15.0,646.0
Île-de-France,2020/10/21,20.0,16.0,33.0,62.0,8.875,70.0,628.0
Bourgogne-Franche-Comté,2020/10/22,19.0,13.0,19.5,75.0,10.0,52.5,630.0
Bretagne,2020/10/22,18.0,11.0,10.0,89.0,8.5,35.0,627.0
Centre-Val de Loire,2020/10/22,19.0,13.0,17.0,93.0,9.5,68.0,628.0
Corse,2020/10/22,23.0,14.0,12.0,73.0,10.0,6.0,647.0
Grand Est,2020/10/22,19.0,13.5,19.5,77.5,9.375,62.0,624.5
Hauts-de-France,2020/10/22,16.0,10.5,15.0,91.5,9.5,52.0,620.5
Normandie,2020/10/22,17.0,11.0,12.0,85.0,10.0,27.0,623.0
Nouvelle-Aquitaine,2020/10/22,19.33333333333333,15.0,16.666666666666668,92.33333333333331,9.541666666666666,62.66666666666666,635.0
Occitanie,2020/10/22,19.5,16.5,33.0,89.5,9.4375,76.0,641.5
Pays de la Loire,2020/10/22,20.0,12.0,10.0,96.0,9.875,62.0,630.0
Provence-Alpes-Côte d'Azur,2020/10/22,20.0,18.0,32.0,76.0,10.0,67.0,643.0
Île-de-France,2020/10/22,20.0,15.0,14.0,87.0,9.75,62.0,624.0
Bourgogne-Franche-Comté,2020/10/23,15.5,13.0,16.5,96.0,6.875,88.0,627.0
Bretagne,2020/10/23,17.0,9.0,22.0,84.0,9.75,41.0,624.0
Centre-Val de Loire,2020/10/23,19.0,15.0,14.0,93.0,9.75,70.0,625.0
Corse,2020/10/23,23.0,16.0,8.0,67.0,10.0,38.0,644.0
Grand Est,2020/10/23,15.0,14.0,13.5,93.0,8.0625,93.0,621.5
Hauts-de-France,2020/10/23,16.5,10.5,18.0,94.5,8.875,37.0,617.0
Normandie,2020/10/23,16.0,9.0,24.0,87.0,9.75,35.0,620.0
Nouvelle-Aquitaine,2020/10/23,16.333333333333332,14.333333333333334,19.666666666666668,91.33333333333331,8.541666666666666,67.0,632.6666666666666
Occitanie,2020/10/23,19.5,17.0,26.0,87.0,9.3125,69.5,639.0
Pays de la Loire,2020/10/23,17.0,12.0,24.0,85.0,10.0,51.0,627.0
Provence-Alpes-Côte d'Azur,2020/10/23,20.0,19.0,33.0,82.0,9.875,86.0,640.0
Île-de-France,2020/10/23,20.0,14.0,13.0,92.0,10.0,55.0,621.0
Bourgogne-Franche-Comté,2020/10/24,15.5,10.0,14.5,96.0,8.375,53.5,624.0
Bretagne,2020/10/24,16.0,14.0,40.0,93.0,9.625,96.0,621.0
Centre-Val de Loire,2020/10/24,15.0,11.0,25.0,88.0,5.0,87.0,621.0
Corse,2020/10/24,18.0,15.0,14.0,88.0,9.0,74.0,642.0
Grand Est,2020/10/24,15.5,11.0,16.5,92.5,9.25,67.5,618.5
Hauts-de-France,2020/10/24,16.0,12.0,32.5,89.0,10.0,90.5,613.0
Normandie,2020/10/24,16.0,12.0,30.0,94.0,8.75,86.0,617.0
Nouvelle-Aquitaine,2020/10/24,16.666666666666668,12.666666666666666,20.666666666666668,90.0,9.208333333333334,71.33333333333333,629.0
Occitanie,2020/10/24,20.0,12.0,14.5,81.5,10.0,14.5,636.5
Pays de la Loire,2020/10/24,16.0,15.0,37.0,88.0,10.0,100.0,624.0
Provence-Alpes-Côte d'Azur,2020/10/24,19.0,16.0,29.0,71.0,9.875,20.0,637.0
Île-de-France,2020/10/24,16.0,13.0,24.0,82.0,10.0,84.0,618.0
Bourgogne-Franche-Comté,2020/10/25,16.5,9.0,23.5,85.0,9.125,42.0,621.0
Bretagne,2020/10/25,14.0,10.0,27.0,90.0,9.125,57.0,617.0
Centre-Val de Loire,2020/10/25,15.0,13.0,25.0,87.0,7.875,81.0,618.0
Corse,2020/10/25,19.0,13.0,9.0,84.0,9.875,30.0,639.0
Grand Est,2020/10/25,15.0,10.5,21.0,86.0,9.0,54.5,615.0
Hauts-de-France,2020/10/25,14.0,13.0,26.0,83.0,8.75,79.0,609.5
Normandie,2020/10/25,13.0,10.0,27.0,88.0,9.0,61.0,613.0
Nouvelle-Aquitaine,2020/10/25,14.333333333333334,12.333333333333334,24.33333333333333,90.66666666666669,8.416666666666666,80.33333333333333,626.6666666666666
Occitanie,2020/10/25,18.0,12.0,19.0,79.0,9.375,39.0,633.0
Pays de la Loire,2020/10/25,15.0,12.0,27.0,86.0,8.75,70.0,620.0
Provence-Alpes-Côte d'Azur,2020/10/25,19.0,16.0,32.0,73.0,10.0,23.0,635.0
Île-de-France,2020/10/25,16.0,14.0,27.0,76.0,9.375,89.0,615.0
Bourgogne-Franche-Comté,2020/10/26,11.5,8.5,16.0,95.5,8.25,79.0,617.5
Bretagne,2020/10/26,14.0,7.0,25.0,91.0,9.875,38.0,614.0
Centre-Val de Loire,2020/10/26,13.0,8.0,22.0,90.0,9.625,47.0,615.0
Corse,2020/10/26,18.0,16.0,21.0,92.0,8.75,81.0,636.0
Grand Est,2020/10/26,11.5,9.0,18.5,90.0,8.6875,81.0,611.0
Hauts-de-France,2020/10/26,11.5,7.0,31.5,89.5,9.9375,67.0,606.0
Normandie,2020/10/26,12.0,8.0,31.0,87.0,9.75,57.0,610.0
Nouvelle-Aquitaine,2020/10/26,13.0,10.0,21.33333333333333,85.33333333333333,7.458333333333333,74.33333333333333,623.3333333333334
Occitanie,2020/10/26,15.5,11.5,28.0,82.0,8.5625,65.5,630.5
Pays de la Loire,2020/10/26,14.0,9.0,27.0,87.0,9.875,50.0,618.0
Provence-Alpes-Côte d'Azur,2020/10/26,17.0,14.0,34.0,83.0,8.75,50.0,632.0
Île-de-France,2020/10/26,14.0,10.0,22.0,74.0,10.0,44.0,611.0
Bourgogne-Franche-Comté,2020/10/27,11.0,7.0,19.5,94.0,8.625,74.5,615.0
Bretagne,2020/10/27,16.0,9.0,27.0,94.0,8.75,74.0,611.0
Centre-Val de Loire,2020/10/27,11.0,7.0,26.0,90.0,8.5,74.0,612.0
Corse,2020/10/27,15.0,12.0,23.0,76.0,9.625,60.0,634.0
Grand Est,2020/10/27,11.5,7.0,19.5,90.0,9.9375,63.0,607.5
Hauts-de-France,2020/10/27,10.0,7.5,34.0,92.0,9.0625,87.5,602.0
Normandie,2020/10/27,13.0,8.0,29.0,93.0,8.5,87.0,606.0
Nouvelle-Aquitaine,2020/10/27,12.666666666666666,10.666666666666666,27.666666666666668,92.0,6.916666666666667,91.66666666666669,620.6666666666666
Occitanie,2020/10/27,16.0,11.0,25.0,75.0,9.6875,42.5,628.0
Pays de la Loire,2020/10/27,16.0,11.0,37.0,92.0,7.625,86.0,614.0
Provence-Alpes-Côte d'Azur,2020/10/27,16.0,13.0,36.0,60.0,10.0,11.0,629.0
Île-de-France,2020/10/27,11.0,8.0,26.0,81.0,9.75,69.0,608.0
Bourgogne-Franche-Comté,2020/10/28,13.5,10.0,21.0,93.5,8.9375,85.0,611.0
Bretagne,2020/10/28,13.0,9.0,27.0,88.0,10.0,66.0,607.0
Centre-Val de Loire,2020/10/28,13.0,10.0,23.0,84.0,9.5,80.0,608.0
Corse,2020/10/28,17.0,10.0,9.0,74.0,10.0,7.0,631.0
Grand Est,2020/10/28,13.0,10.5,22.5,88.5,9.0625,84.5,604.5
Hauts-de-France,2020/10/28,12.5,9.0,32.0,88.5,9.4375,76.5,599.0
Normandie,2020/10/28,13.0,9.0,31.0,88.0,10.0,73.0,603.0
Nouvelle-Aquitaine,2020/10/28,15.333333333333334,13.333333333333334,23.0,88.33333333333333,9.041666666666666,77.0,617.3333333333334
Occitanie,2020/10/28,17.0,13.0,8.0,80.5,9.125,67.0,625.0
Pays de la Loire,2020/10/28,14.0,12.0,29.0,81.0,9.875,72.0,611.0
Provence-Alpes-Côte d'Azur,2020/10/28,18.0,15.0,16.0,56.0,10.0,28.0,626.0
Île-de-France,2020/10/28,14.0,12.0,25.0,71.0,7.75,81.0,605.0
Bourgogne-Franche-Comté,2020/10/29,11.5,10.0,18.5,94.0,8.875,96.5,608.5
Bretagne,2020/10/29,16.0,11.0,24.0,92.0,10.0,85.0,604.0
Centre-Val de Loire,2020/10/29,15.0,12.0,18.0,87.0,8.0,92.0,606.0
Corse,2020/10/29,18.0,13.0,14.0,85.0,10.0,44.0,629.0
Grand Est,2020/10/29,12.5,10.5,23.0,85.0,8.5625,100.0,601.5
Hauts-de-France,2020/10/29,12.0,10.0,23.0,87.0,7.1875,90.5,596.0
Normandie,2020/10/29,15.0,11.0,26.0,89.0,10.0,90.0,600.0
Nouvelle-Aquitaine,2020/10/29,16.0,13.0,15.666666666666666,90.66666666666669,8.5,70.33333333333333,614.6666666666666
Occitanie,2020/10/29,19.0,12.5,17.0,77.5,10.0,17.5,622.0
Pays de la Loire,2020/10/29,16.0,13.0,23.0,90.0,10.0,82.0,608.0
Provence-Alpes-Côte d'Azur,2020/10/29,19.0,16.0,38.0,63.0,10.0,7.0,624.0
Île-de-France,2020/10/29,15.0,12.0,19.0,75.0,10.0,94.0,601.0
Bourgogne-Franche-Comté,2020/10/30,15.5,10.5,9.0,94.0,9.0,52.5,605.0
Bretagne,2020/10/30,16.0,13.0,21.0,92.0,10.0,75.0,601.0
Centre-Val de Loire,2020/10/30,16.0,11.0,15.0,93.0,10.0,64.0,602.0
Corse,2020/10/30,19.0,13.0,9.0,82.0,10.0,8.0,627.0
Grand Est,2020/10/30,14.5,12.0,18.0,89.5,9.25,85.5,598.0
Hauts-de-France,2020/10/30,16.0,12.5,25.5,87.0,10.0,73.0,592.0
Normandie,2020/10/30,16.0,13.0,23.0,87.0,10.0,68.0,596.0
Nouvelle-Aquitaine,2020/10/30,18.666666666666668,11.333333333333334,9.333333333333334,92.0,8.625,21.0,612.0
Occitanie,2020/10/30,21.0,13.0,8.0,79.5,10.0,18.0,620.0
Pays de la Loire,2020/10/30,17.0,12.0,18.0,95.0,10.0,26.0,605.0
Provence-Alpes-Côte d'Azur,2020/10/30,20.0,15.0,13.0,64.0,10.0,14.0,621.0
Île-de-France,2020/10/30,16.0,13.0,18.0,81.0,10.0,72.0,598.0
Bourgogne-Franche-Comté,2020/10/31,16.0,7.5,9.0,95.0,7.8125,32.5,602.0
Bretagne,2020/10/31,15.0,10.0,33.0,95.0,9.75,58.0,598.0
Centre-Val de Loire,2020/10/31,17.0,9.0,19.0,93.0,10.0,38.0,599.0
Corse,2020/10/31,19.0,12.0,7.0,81.0,10.0,17.0,623.0
Grand Est,2020/10/31,15.5,9.0,11.5,92.0,9.5,27.5,595.0
Hauts-de-France,2020/10/31,16.0,9.5,29.5,92.0,9.375,40.0,588.5
Normandie,2020/10/31,15.0,10.0,34.0,93.0,9.75,50.0,594.0
Nouvelle-Aquitaine,2020/10/31,18.33333333333333,11.333333333333334,16.666666666666668,87.0,10.0,30.33333333333333,608.6666666666666
Occitanie,2020/10/31,21.5,13.0,10.5,84.5,10.0,32.0,617.0
Pays de la Loire,2020/10/31,17.0,11.0,27.0,94.0,10.0,47.0,602.0
Provence-Alpes-Côte d'Azur,2020/10/31,18.0,16.0,9.0,77.0,10.0,63.0,618.0
Île-de-France,2020/10/31,17.0,12.0,21.0,84.0,9.875,35.0,595.0
Bourgogne-Franche-Comté,2020/11/01,15.0,12.5,13.5,93.0,8.375,79.0,599.0
Bretagne,2020/11/01,17.0,16.0,36.0,94.0,6.875,98.0,595.0
Centre-Val de Loire,2020/11/01,16.0,15.0,27.0,90.0,5.5,100.0,596.0
Corse,2020/11/01,18.0,12.0,6.0,76.0,10.0,23.0,621.0
Grand Est,2020/11/01,15.0,13.5,19.5,91.5,8.3125,90.5,591.5
Hauts-de-France,2020/11/01,17.0,11.5,34.5,89.0,8.5,87.5,586.0
Normandie,2020/11/01,18.0,14.0,34.0,92.0,9.75,94.0,590.0
Nouvelle-Aquitaine,2020/11/01,17.666666666666668,14.0,18.666666666666668,80.0,8.291666666666666,77.66666666666667,606.0
Occitanie,2020/11/01,20.0,13.5,10.5,75.0,10.0,16.0,614.0
Pays de la Loire,2020/11/01,17.0,14.0,36.0,92.0,7.75,98.0,599.0
Provence-Alpes-Côte d'Azur,2020/11/01,18.0,16.0,11.0,82.0,10.0,19.0,616.0
Île-de-France,2020/11/01,17.0,15.0,27.0,85.0,8.75,93.0,592.0
Bourgogne-Franche-Comté,2020/11/02,17.0,14.0,13.5,88.5,9.0,77.5,595.5
Bretagne,2020/11/02,17.0,14.0,37.0,91.0,8.375,82.0,592.0
Centre-Val de Loire,2020/11/02,19.0,16.0,30.0,80.0,8.75,76.0,593.0
Corse,2020/11/02,18.0,13.0,9.0,80.0,10.0,37.0,619.0
Grand Est,2020/11/02,20.0,15.5,22.5,88.0,9.125,68.5,588.0
Hauts-de-France,2020/11/02,18.0,15.5,38.0,81.0,9.75,87.0,582.0
Normandie,2020/11/02,18.0,13.0,37.0,83.0,9.0,70.0,586.0
Nouvelle-Aquitaine,2020/11/02,19.0,15.0,22.0,80.33333333333333,8.958333333333334,67.0,603.3333333333334
Occitanie,2020/11/02,20.0,14.0,10.5,81.0,10.0,21.5,612.0
Pays de la Loire,2020/11/02,18.0,15.0,38.0,84.0,10.0,68.0,596.0
Provence-Alpes-Côte d'Azur,2020/11/02,19.0,16.0,14.0,77.0,10.0,15.0,613.0
Île-de-France,2020/11/02,18.0,12.0,28.0,74.0,9.125,85.0,588.0
Bourgogne-Franche-Comté,2020/11/03,13.0,10.5,10.0,96.0,8.25,77.5,593.0
Bretagne,2020/11/03,11.0,7.0,23.0,83.0,10.0,22.0,589.0
Centre-Val de Loire,2020/11/03,12.0,8.0,20.0,85.0,10.0,32.0,590.0
Corse,2020/11/03,19.0,13.0,8.0,81.0,10.0,36.0,617.0
Grand Est,2020/11/03,12.5,10.5,11.0,85.5,8.5,63.5,585.5
Hauts-de-France,2020/11/03,11.0,6.5,32.5,86.5,10.0,37.5,578.5
Normandie,2020/11/03,10.0,8.0,31.0,83.0,8.625,64.0,584.0
Nouvelle-Aquitaine,2020/11/03,12.666666666666666,11.0,17.0,85.0,8.25,57.0,600.3333333333334
Occitanie,2020/11/03,17.0,14.0,13.5,83.5,8.875,72.5,609.5
Pays de la Loire,2020/11/03,12.0,10.0,22.0,79.0,10.0,42.0,593.0
Provence-Alpes-Côte d'Azur,2020/11/03,18.0,17.0,17.0,85.0,10.0,46.0,610.0
Île-de-France,2020/11/03,12.0,10.0,20.0,72.0,10.0,45.0,585.0
Bourgogne-Franche-Comté,2020/11/04,9.0,4.0,18.0,92.5,9.0,60.5,589.5
Bretagne,2020/11/04,11.0,4.0,14.0,87.0,10.0,19.0,586.0
Centre-Val de Loire,2020/11/04,11.0,5.0,14.0,84.0,10.0,6.0,587.0
Corse,2020/11/04,19.0,10.0,9.0,82.0,10.0,51.0,613.0
