25/01/2020 13:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=20.12
10/09/2019 18:00 | zone=2 | sensor=AQ-99 | pm25= | no2=-1
17/09/2022 10:00 | zone=9 | sensor=AQ-01 | pm25=22.92 | no2=
04/07/2022 10:00 | zone=4 | sensor=AQ-02 | pm25=26.47 | no2=-1
21/06/2021 07:00 | zone=6 | sensor=AQ-02 | pm25=22.07 | no2=-1
16/02/2020 22:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=N/A
02/07/2022 15:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=41.63
04/12/2021 02:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=
19/05/2020 06:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
24/09/2022 10:00 | zone=9 | sensor=AQ-99 | pm25=28.39 | no2=33.98
04/04/2020 01:00 | zone=9 | sensor=AQ-02 | pm25=16.18 | no2=32.56
09/11/2019 17:00 | zone=1 | sensor=AQ-99 | pm25=NA | no2=
09/02/2021 04:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=-1
04/04/2020 22:00 | zone=7 | sensor=AQ-01 | pm25=3.61 | no2=40,7
19/04/2019 18:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=48.64
20/06/2019 22:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=N/A
04/10/2021 10:00 | zone=9 | sensor=AQ-01 | pm25=-5 | no2=0
03/11/2020 23:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=51.21
22/02/2020 07:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=40,7
14/03/2021 15:00 | zone=7 | sensor=AQ-03 | pm25=13.53 | no2=
08/05/2019 21:00 | zone=5 | sensor=AQ-02 | pm25= | no2=N/A
14/02/2021 09:00 | zone=4 | sensor=AQ-99 | pm25=12,3 | no2=-1
05/07/2021 11:00 | zone=6 | sensor=AQ-01 | pm25=15.13 | no2=60.5
18/05/2019 18:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=40,7
11/12/2020 09:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=40,7
21/05/2019 08:00 | zone=9 | sensor=AQ-01 | pm25= | no2=N/A
24/07/2019 08:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=60.29
30/08/2022 22:00 | zone=5 | sensor=AQ-03 | pm25=31.38 | no2=
25/08/2022 14:00 | zone=3 | sensor=AQ-99 | pm25= | no2=
04/12/2022 21:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=39.27
09/04/2019 17:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=N/A
30/06/2021 15:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=-1
04/05/2021 02:00 | zone=10 | sensor=AQ-99 | pm25=12,3 | no2=40,7
22/01/2019 05:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=-1
30/06/2022 11:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=N/A
14/04/2022 05:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=
15/05/2021 03:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=
07/03/2021 01:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=N/A
10/12/2022 22:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=-1
07/06/2019 12:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=
01/12/2020 20:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=40,7
31/10/2022 19:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=
09/02/2020 16:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=40,7
03/04/2022 16:00 | zone=10 | sensor=AQ-02 | pm25= | no2=-1
16/09/2021 23:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=
26/08/2020 16:00 | zone=999 | sensor=AQ-01 | pm25= | no2=N/A
26/02/2020 11:00 | zone=7 | sensor=AQ-03 | pm25=19.99 | no2=
24/09/2020 05:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=N/A
21/10/2022 11:00 | zone=999 | sensor=AQ-03 | pm25=12,3 | no2=N/A
20/02/2020 23:00 | zone=6 | sensor=AQ-01 | pm25=14.47 | no2=40,7
23/12/2019 16:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=
27/01/2021 17:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=36.19
30/01/2021 05:00 | zone=5 | sensor=AQ-01 | pm25= | no2=
15/04/2019 07:00 | zone=8 | sensor=AQ-03 | pm25=NA | no2=20.18
04/05/2020 11:00 | zone=6 | sensor=AQ-99 | pm25=32.02 | no2=
17/09/2020 00:00 | zone=7 | sensor=AQ-01 | pm25= | no2=N/A
09/11/2022 08:00 | zone=4 | sensor=AQ-03 | pm25=4.63 | no2=40,7
25/08/2021 01:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=-1
10/11/2021 08:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=40,7
23/02/2019 00:00 | zone=999 | sensor=AQ-03 | pm25= | no2=40,7
25/11/2022 16:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=12.4
20/08/2020 18:00 | zone=6 | sensor=AQ-01 | pm25= | no2=
11/07/2022 08:00 | zone=1 | sensor=AQ-99 | pm25=NA | no2=N/A
04/05/2020 04:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=-1
15/05/2020 14:00 | zone=1 | sensor=AQ-02 | pm25=9.96 | no2=N/A
14/07/2019 08:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=N/A
08/07/2022 20:00 | zone=2 | sensor=AQ-02 | pm25= | no2=N/A
12/04/2019 03:00 | zone=5 | sensor=AQ-99 | pm25= | no2=57.46
17/04/2021 22:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
20/03/2021 07:00 | zone=9 | sensor=AQ-99 | pm25= | no2=40,7
27/11/2022 09:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=
11/12/2019 03:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=-1
13/12/2021 07:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=49.43
30/09/2022 04:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=N/A
25/02/2020 21:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=
09/11/2021 00:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=-1
13/06/2022 00:00 | zone=10 | sensor=AQ-99 | pm25=16.83 | no2=N/A
10/10/2022 08:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=
21/03/2019 16:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=31.86
01/07/2021 14:00 | zone=2 | sensor=AQ-01 | pm25= | no2=31.58
14/04/2019 05:00 | zone=9 | sensor=AQ-02 | pm25=16.38 | no2=
17/08/2019 16:00 | zone=9 | sensor=AQ-01 | pm25= | no2=N/A
16/09/2022 22:00 | zone=2 | sensor=AQ-99 | pm25= | no2=-1
16/05/2022 13:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=N/A
07/09/2022 12:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=35.75
22/02/2022 23:00 | zone=2 | sensor=AQ-02 | pm25= | no2=-1
03/12/2021 01:00 | zone=8 | sensor=AQ-03 | pm25=NA | no2=N/A
16/09/2021 07:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=40,7
21/04/2021 10:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=N/A
22/07/2021 13:00 | zone=1 | sensor=AQ-03 | pm25= | no2=N/A
05/08/2021 03:00 | zone=6 | sensor=AQ-03 | pm25= | no2=
12/03/2020 04:00 | zone=10 | sensor=AQ-99 | pm25=7.39 | no2=
12/05/2022 06:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=14.55
15/10/2022 21:00 | zone=999 | sensor=AQ-03 | pm25=12,3 | no2=40,7
15/09/2020 11:00 | zone=9 | sensor=AQ-03 | pm25=21.83 | no2=54.17
29/06/2022 03:00 | zone=8 | sensor=AQ-02 | pm25= | no2=56.04
29/05/2019 12:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=N/A
05/08/2021 21:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=
01/07/2021 17:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=N/A
04/01/2020 06:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=N/A
26/03/2021 18:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=
01/04/2021 03:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=40,7
21/02/2022 00:00 | zone=4 | sensor=AQ-01 | pm25=-5 | no2=N/A
13/02/2019 09:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=-1
28/12/2021 03:00 | zone=10 | sensor=AQ-99 | pm25= | no2=40,7
16/09/2022 01:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=40,7
10/09/2021 19:00 | zone=8 | sensor=AQ-02 | pm25=NA | no2=N/A
06/06/2022 02:00 | zone=4 | sensor=AQ-02 | pm25=8.04 | no2=N/A
09/03/2019 15:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=
25/06/2020 21:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=40,7
22/04/2020 17:00 | zone=7 | sensor=AQ-03 | pm25=NA | no2=27.67
11/10/2021 14:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=-1
14/05/2019 12:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=40,7
12/06/2020 10:00 | zone=5 | sensor=AQ-01 | pm25= | no2=44.85
19/09/2021 15:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=N/A
15/10/2021 22:00 | zone=6 | sensor=AQ-01 | pm25= | no2=
08/05/2021 12:00 | zone=4 | sensor=AQ-03 | pm25= | no2=N/A
13/03/2020 17:00 | zone=9 | sensor=AQ-02 | pm25=14.25 | no2=
25/06/2022 13:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=
03/05/2020 18:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=-1
08/04/2019 23:00 | zone=1 | sensor=AQ-99 | pm25=18.68 | no2=
06/04/2019 12:00 | zone=3 | sensor=AQ-02 | pm25= | no2=40,7
10/12/2021 04:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=N/A
05/12/2022 07:00 | zone=6 | sensor=AQ-99 | pm25=-5 | no2=-1
14/02/2022 09:00 | zone=6 | sensor=AQ-03 | pm25= | no2=41.87
23/04/2020 05:00 | zone=6 | sensor=AQ-01 | pm25=-5 | no2=
07/12/2019 05:00 | zone=9 | sensor=AQ-99 | pm25=29.94 | no2=40,7
28/02/2019 03:00 | zone=7 | sensor=AQ-99 | pm25= | no2=-1
08/11/2021 15:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=
13/12/2021 11:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=52.46
17/03/2019 18:00 | zone=999 | sensor=AQ-03 | pm25=17.49 | no2=-1
09/07/2021 13:00 | zone=4 | sensor=AQ-03 | pm25=12,3 | no2=40,7
17/06/2020 10:00 | zone=8 | sensor=AQ-99 | pm25=17.84 | no2=43.39
15/10/2022 20:00 | zone=10 | sensor=AQ-02 | pm25=14.61 | no2=
18/11/2020 16:00 | zone=2 | sensor=AQ-01 | pm25=12,3 | no2=23.73
10/08/2020 15:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=
17/04/2020 12:00 | zone=3 | sensor=AQ-03 | pm25=NA | no2=40,7
25/01/2020 21:00 | zone=999 | sensor=AQ-03 | pm25=12.59 | no2=
26/12/2022 19:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=27.02
30/04/2022 03:00 | zone=7 | sensor=AQ-02 | pm25= | no2=
29/09/2022 21:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=15.92
17/09/2020 11:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=24.29
27/10/2020 11:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=-1
02/04/2021 00:00 | zone=8 | sensor=AQ-03 | pm25=14.81 | no2=40,7
10/06/2021 10:00 || zone=9 || sensor=AQ-01 || pm25=-5 || no2=
30/11/2020 00:00 | zone=6 | sensor=AQ-03 | pm25= | no2=
10/11/2020 09:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=N/A
07/12/2022 04:00 | zone=3 | sensor=AQ-02 | pm25= | no2=37.6
13/04/2019 14:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=40,7
26/05/2019 09:00 | zone=999 | sensor=AQ-01 | pm25=15.75 | no2=38.65
10/03/2020 11:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=-1
09/09/2022 01:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=
13/10/2021 04:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=-1
26/02/2019 11:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=44.82
17/12/2020 05:00 | zone=4 | sensor=AQ-01 | pm25=NA | no2=
30/03/2019 13:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=N/A
17/08/2022 14:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=N/A
22/02/2020 11:00 | zone=9 | sensor=AQ-02 | pm25= | no2=40,7
06/02/2019 17:00 | zone=4 | sensor=AQ-01 | pm25= | no2=-1
03/05/2021 00:00 | zone=4 | sensor=AQ-02 | pm25= | no2=
03/11/2019 02:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
13/05/2019 16:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=40,7
23/04/2019 10:00 | zone=999 | sensor=AQ-02 | pm25=5.75 | no2=
14/10/2019 11:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=34.09
31/01/2021 13:00 | zone=3 | sensor=AQ-01 | pm25=14.95 | no2=34.3
01/11/2022 08:00 | zone=10 | sensor=AQ-01 | pm25=9.74 | no2=-1
30/06/2019 15:00 | zone=10 | sensor=AQ-99 | pm25=12,3 | no2=34.28
21/06/2020 01:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=N/A
07/09/2022 14:00 | zone=3 | sensor=AQ-01 | pm25=17.97 | no2=-1
04/07/2019 11:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=N/A
13/12/2020 01:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=-1
23/09/2021 08:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
05/12/2019 23:00 | zone=1 | sensor=AQ-99 | pm25= | no2=25.06
27/03/2021 12:00 | zone=10 | sensor=AQ-01 | pm25=10.38 | no2=
28/03/2020 09:00 | zone=4 | sensor=AQ-01 | pm25=-5 | no2=
22/02/2019 01:00 | zone=1 | sensor=AQ-01 | pm25=12.69 | no2=18.83
03/11/2021 18:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=-1
22/08/2021 10:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=-1
27/03/2022 03:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=-1
08/12/2021 08:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=N/A
13/06/2021 09:00 | zone=8 | sensor=AQ-01 | pm25=14.09 | no2=N/A
21/11/2019 20:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=40,7
15/04/2020 06:00 | zone=6 | sensor=AQ-02 | pm25= | no2=39.9
06/03/2020 15:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=N/A
02/08/2020 16:00 | zone=10 | sensor=AQ-02 | pm25=18.28 | no2=-1
15/02/2019 04:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=N/A
17/04/2022 20:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=
19/10/2020 00:00 | zone=4 | sensor=AQ-01 | pm25=19.82 | no2=N/A
16/09/2019 16:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=-1
15/04/2021 04:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=-1
12/09/2022 11:00 | zone=4 | sensor=AQ-01 | pm25=NA | no2=N/A
17/08/2021 11:00 | zone=2 | sensor=AQ-03 | pm25= | no2=-1
06/06/2019 12:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=40,7
16/01/2022 03:00 | zone=4 | sensor=AQ-01 | pm25=-5 | no2=
06/09/2022 14:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=54.07
01/10/2021 05:00 | zone=2 | sensor=AQ-99 | pm25=12.09 | no2=-1
01/02/2021 05:00 | zone=4 | sensor=AQ-03 | pm25=19.27 | no2=-1
20/03/2021 13:00 | zone=9 | sensor=AQ-02 | pm25=25.09 | no2=40,7
28/06/2021 23:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=40,7
10/12/2019 10:00 | zone=999 | sensor=AQ-02 | pm25=19.84 | no2=40,7
11/03/2020 02:00 | zone=8 | sensor=AQ-02 | pm25=4.09 | no2=N/A
01/12/2019 12:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=N/A
11/06/2022 11:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=-1
06/08/2021 01:00 | zone=5 | sensor=AQ-01 | pm25= | no2=N/A
18/05/2019 12:00 | zone=4 | sensor=AQ-01 | pm25=NA | no2=-1
22/11/2020 18:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=40,7
29/03/2019 13:00 | zone=8 | sensor=AQ-03 | pm25=0 | no2=-1
03/09/2022 20:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=18.87
08/04/2019 04:00 | zone=5 | sensor=AQ-02 | pm25=33.69 | no2=40,7
31/03/2020 06:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=
09/03/2020 07:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=N/A
14/05/2021 11:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=28.53
07/02/2022 07:00 | zone=8 | sensor=AQ-99 | pm25=6.56 | no2=N/A
01/04/2019 22:00 | zone=6 | sensor=AQ-01 | pm25=-5 | no2=
08/02/2021 15:00 | zone=5 | sensor=AQ-99 | pm25= | no2=-1
13/12/2020 03:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=40,7
03/04/2019 22:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=
07/01/2022 19:00 | zone=999 | sensor=AQ-03 | pm25=22.74 | no2=N/A
26/01/2019 23:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=
27/04/2019 20:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=
07/07/2022 12:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=40,7
15/03/2019 09:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=
14/02/2022 05:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=N/A
21/01/2021 18:00 | zone=8 | sensor=AQ-99 | pm25=18.95 | no2=N/A
31/07/2021 07:00 | zone=8 | sensor=AQ-02 | pm25= | no2=-1
30/03/2021 18:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=N/A
03/10/2019 07:00 | zone=1 | sensor=AQ-99 | pm25= | no2=40,7
01/01/2021 17:00 | zone=2 | sensor=AQ-03 | pm25=26.05 | no2=33.93
03/10/2021 20:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=
29/05/2021 07:00 | zone=999 | sensor=AQ-03 | pm25= | no2=39.86
22/07/2021 18:00 | zone=7 | sensor=AQ-03 | pm25=23.47 | no2=N/A
25/04/2020 06:00 | zone=999 | sensor=AQ-99 | pm25= | no2=40,7
01/09/2019 16:00 | zone=6 | sensor=AQ-03 | pm25=25.68 | no2=
19/03/2020 06:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=
23/07/2021 23:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=N/A
23/01/2020 00:00 | zone=5 | sensor=AQ-03 | pm25=22.47 | no2=40,7
27/03/2020 16:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=-1
05/08/2020 10:00 | zone=999 | sensor=AQ-01 | pm25= | no2=
04/11/2022 13:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=40,7
21/02/2020 06:00 | zone=6 | sensor=AQ-99 | pm25= | no2=
07/04/2019 13:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=-1
05/02/2020 20:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=N/A
07/10/2021 02:00 | zone=2 | sensor=AQ-01 | pm25= | no2=-1
01/04/2019 11:00 | zone=5 | sensor=AQ-99 | pm25= | no2=40,7
28/09/2021 10:00 | zone=10 | sensor=AQ-03 | pm25=-5 | no2=-1
14/03/2021 08:00 | zone=1 | sensor=AQ-02 | pm25=5.38 | no2=-1
26/03/2022 19:00 | zone=1 | sensor=AQ-02 | pm25=12,3 | no2=-1
02/12/2022 12:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=N/A
09/08/2021 01:00 | zone=6 | sensor=AQ-01 | pm25= | no2=31.33
18/02/2022 05:00 | zone=9 | sensor=AQ-99 | pm25=23.36 | no2=
18/12/2022 12:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=-1
18/08/2022 14:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=40,7
23/09/2020 12:00 | zone=4 | sensor=AQ-02 | pm25=15.69 | no2=
06/08/2019 23:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=
29/03/2022 15:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=16.77
19/04/2022 14:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=8.18
31/12/2022 08:00 | zone=7 | sensor=AQ-01 | pm25=NA | no2=40,7
15/08/2020 14:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=N/A
08/11/2022 18:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=N/A
14/11/2021 12:00 | zone=9 | sensor=AQ-01 | pm25= | no2=40,7
18/07/2019 01:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=24.94
20/03/2020 02:00 | zone=1 | sensor=AQ-99 | pm25=NA | no2=
15/09/2019 23:00 | zone=8 | sensor=AQ-01 | pm25= | no2=
18/06/2020 19:00 | zone=3 | sensor=AQ-99 | pm25= | no2=45.8
23/01/2022 07:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=18.42
25/08/2022 15:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=48.72
10/08/2019 04:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=N/A
26/05/2019 12:00 | zone=7 | sensor=AQ-02 | pm25=12.3 | no2=
09/09/2022 06:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=40,7
03/11/2019 18:00 | zone=3 | sensor=AQ-03 | pm25=27.78 | no2=26.34
18/11/2020 06:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=-1
26/03/2022 04:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=14.87
16/11/2021 20:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=40,7
01/11/2019 02:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=N/A
24/11/2021 21:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=N/A
30/05/2022 18:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=N/A
12/02/2020 22:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=
22/08/2022 01:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=
28/06/2020 20:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=-1
22/09/2020 03:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=-1
12/06/2020 19:00 | zone=999 | sensor=AQ-03 | pm25=19.22 | no2=N/A
05/11/2021 09:00 | zone=8 | sensor=AQ-03 | pm25= | no2=N/A
29/03/2020 23:00 | zone=7 | sensor=AQ-01 | pm25=21.51 | no2=40,7
31/12/2020 00:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=40,7
24/01/2020 03:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=30.12
26/09/2021 21:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=40,7
19/10/2022 09:00 | zone=999 | sensor=AQ-99 | pm25=19.08 | no2=51.45
10/06/2021 12:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=-1
04/04/2022 02:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=-1
17/03/2021 20:00 | zone=10 | sensor=AQ-99 | pm25= | no2=40,7
02/05/2021 13:00 | zone=9 | sensor=AQ-99 | pm25= | no2=
18/06/2021 16:00 | zone=6 | sensor=AQ-01 | pm25=-5 | no2=12.09
04/06/2021 08:00 | zone=4 | sensor=AQ-03 | pm25= | no2=40,7
25/11/2020 23:00 | zone=4 | sensor=AQ-99 | pm25=-5 | no2=
30/01/2022 08:00 | zone=2 | sensor=AQ-99 | pm25=18.32 | no2=-1
28/09/2022 04:00 | zone=4 | sensor=AQ-02 | pm25= | no2=40,7
23/10/2021 10:00 | zone=5 | sensor=AQ-03 | pm25=12,3 | no2=
18/08/2021 16:00 | zone=2 | sensor=AQ-02 | pm25=NA | no2=40,7
03/02/2022 02:00 | zone=8 | sensor=AQ-01 | pm25=19.8 | no2=40,7
10/02/2022 08:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=30.01
03/07/2021 23:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=N/A
23/01/2019 06:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=29.62
19/11/2020 04:00 | zone=8 | sensor=AQ-99 | pm25= | no2=40,7
15/07/2021 13:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=-1
04/04/2021 21:00 | zone=4 | sensor=AQ-01 | pm25= | no2=40,7
24/07/2019 19:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=-1
04/01/2020 16:00 | zone=3 | sensor=AQ-99 | pm25= | no2=-1
18/07/2021 08:00 | zone=4 | sensor=AQ-02 | pm25=19.08 | no2=
19/10/2022 20:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=
17/08/2020 20:00 | zone=4 | sensor=AQ-03 | pm25=12,3 | no2=
26/09/2021 17:00 | zone=7 | sensor=AQ-03 | pm25= | no2=-1
08/07/2021 10:00 | zone=10 | sensor=AQ-99 | pm25= | no2=
24/03/2022 19:00 | zone=5 | sensor=AQ-02 | pm25= | no2=40,7
27/07/2021 20:00 | zone=2 | sensor=AQ-02 | pm25=10.03 | no2=-1
06/12/2022 17:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=-1
03/07/2019 10:00 | zone=3 | sensor=AQ-02 | pm25= | no2=41.18
22/11/2022 13:00 | zone=7 | sensor=AQ-99 | pm25= | no2=N/A
16/12/2020 16:00 | zone=5 | sensor=AQ-01 | pm25=20.79 | no2=40,7
12/08/2021 20:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=58.39
27/07/2021 12:00 | zone=999 | sensor=AQ-99 | pm25=29.66 | no2=40,7
16/12/2019 13:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=40,7
15/07/2021 02:00 | zone=7 | sensor=AQ-01 | pm25=12.68 | no2=40,7
27/05/2020 05:00 | zone=2 | sensor=AQ-01 | pm25= | no2=N/A
11/05/2022 22:00 | zone=4 | sensor=AQ-99 | pm25=-5 | no2=N/A
22/07/2020 08:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=40,7
29/05/2021 19:00 | zone=7 | sensor=AQ-01 | pm25=12.51 | no2=-1
03/01/2022 09:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=N/A
